0, 0
0, 0
8, 3
150, 157
660, 678
812, 1314
460, 1408
1064, 1382
1430, 1352
1421, 1346
1255, 1346
1395, 1334
1397, 1334
1398, 1334
1404, 1334
1825, 153
1780, 74
499, 591
1021, 590
1203, 616
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1200, 614
1199, 610
1005, 63
981, 39
